db	id	synonym	preferred
OMIM	229600	FRUCTOSEMIA	FALSE
OMIM	229600	FRUCTOSE-1-PHOSPHATE ALDOLASE DEFICIENCY	FALSE
OMIM	229600	FRUCTOSE-1,6-BISPHOSPHATE ALDOLASE B DEFICIENCY	FALSE
OMIM	229600	ALDOLASE B DEFICIENCY	FALSE
OMIM	229600	ALDOB DEFICIENCY	FALSE
OMIM	230000	FUCOSIDOSIS	TRUE
OMIM	230000	ALPHA-L-FUCOSIDASE DEFICIENCY	FALSE
OMIM	230500	GM1-GANGLIOSIDOSIS, TYPE I	TRUE
OMIM	230500	GANGLIOSIDOSIS, GENERALIZED GM1, TYPE I	FALSE
OMIM	230500	GANGLIOSIDOSIS, GENERALIZED GM1, INFANTILE FORM	FALSE
OMIM	230500	GANGLIOSIDOSIS, GENERALIZED GM1, TYPE 1	FALSE
OMIM	230500	BETA-GALACTOSIDASE-1 DEFICIENCY	FALSE
OMIM	230500	GLB1 DEFICIENCYGM1-GANGLIOSIDOSIS, TYPE I, WITH CARDIAC INVOLVEMENT, INCLUDED	FALSE
OMIM	230500	GANGLIOSIDOSIS, GENERALIZED GM1, TYPE I, WITH CARDIAC INVOLVEMENT,INCLUDED	FALSE
OMIM	230600	GM1-GANGLIOSIDOSIS, TYPE II	TRUE
OMIM	230600	GANGLIOSIDOSIS, GENERALIZED GM1, JUVENILE TYPE	FALSE
OMIM	230600	GANGLIOSIDOSIS, GENERALIZED GM1, TYPE II	FALSE
OMIM	230600	GANGLIOSIDOSIS, GENERALIZED GM1, TYPE 2GANGLIOSIDOSIS, GENERALIZED GM1, LATE-INFANTILE TYPE, INCLUDED	FALSE
OMIM	230740	GAPO SYNDROME; GAPOS	TRUE
OMIM	231005	GAUCHER DISEASE, TYPE IIIC	TRUE
OMIM	231100	HEMOCHROMATOSIS, NEONATAL	TRUE
OMIM	231680	MULTIPLE ACYL-CoA DEHYDROGENASE DEFICIENCY; MADD	TRUE
OMIM	232200	GLYCOGEN STORAGE DISEASE IA	TRUE
OMIM	232220	GLYCOGEN STORAGE DISEASE IB	TRUE
OMIM	233600	IMMUNODEFICIENCY 59 AND HYPOGLYCEMIA; IMD59	TRUE
OMIM	234100	HALLERMANN-STREIFF SYNDROME; HSS	TRUE
OMIM	234200	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 1; NBIA1	TRUE
OMIM	234700	HEART BLOCK, CONGENITAL	TRUE
OMIM	234800	HEMANGIOMATOSIS, CUTANEOUS, WITH ASSOCIATED FEATURES	TRUE
OMIM	235400	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 1; AHUS1	TRUE
OMIM	235400	AHUS, SUSCEPTIBILITY TO, 1HEMOLYTIC UREMIC SYNDROME, TYPICAL, INCLUDED	FALSE
OMIM	235510	HENNEKAM LYMPHANGIECTASIA-LYMPHEDEMA SYNDROME	TRUE
OMIM	235700	HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO HEXOKINASE DEFICIENCY	TRUE
OMIM	236100	HOLOPROSENCEPHALY 1; HPE1	TRUE
OMIM	236200	HOMOCYSTINURIA DUE TO CYSTATHIONINE BETA-SYNTHASE DEFICIENCY	TRUE
OMIM	236250	HOMOCYSTINURIA DUE TO DEFICIENCY OF N(5,10)-METHYLENETETRAHYDROFOLATEREDUCTASE ACTIVITY	TRUE
OMIM	236250	METHYLENETETRAHYDROFOLATE REDUCTASE DEFICIENCY	FALSE
OMIM	236250	MTHFR DEFICIENCYMTHFR DEFICIENCY, THERMOLABILE TYPE, INCLUDED	FALSE
OMIM	236270	HOMOCYSTINURIA-MEGALOBLASTIC ANEMIA, CBLE COMPLEMENTATION TYPE	TRUE
OMIM	236500	MULTINUCLEATED NEURONS, ANHYDRAMNIOS, RENAL DYSPLASIA, CEREBELLAR HYPOPLASIA, AND HYDRANENCEPHALY; MARCH	TRUE
OMIM	236670	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE	TRUE
OMIM	236680	HYDROLETHALUS SYNDROME 1	TRUE
OMIM	236700	MCKUSICK-KAUFMAN SYNDROME; MKKS	TRUE
OMIM	236700	HYDROMETROCOLPOS SYNDROME	FALSE
OMIM	236700	HYDROMETROCOLPOS, POSTAXIAL POLYDACTYLY, AND CONGENITAL HEART MALFORMATION;HMCS	FALSE
OMIM	236700	KAUFMAN-MCKUSICK SYNDROME	FALSE
OMIM	237300	CARBAMOYL PHOSPHATE SYNTHETASE I DEFICIENCY, HYPERAMMONEMIA DUE TO	TRUE
OMIM	237300	CARBAMOYL PHOSPHATE SYNTHETASE I DEFICIENCY	FALSE
OMIM	237300	CPS I DEFICIENCY	FALSE
OMIM	237900	HYPERBILIRUBINEMIA, TRANSIENT FAMILIAL NEONATALBREASTFEEDING JAUNDICE, INCLUDED	TRUE
OMIM	238600	HYPERLIPOPROTEINEMIA, TYPE I	TRUE
OMIM	238700	HYPERLYSINEMIA, TYPE I	TRUE
OMIM	238710	HYPERLYSINEMIA DUE TO DEFECT IN LYSINE TRANSPORT INTO MITOCHONDRIA	TRUE
OMIM	238750	HYPERLYSINURIA WITH HYPERAMMONEMIA	TRUE
OMIM	238970	HYPERORNITHINEMIA-HYPERAMMONEMIA-HOMOCITRULLINURIA SYNDROME	TRUE
OMIM	239100	HYPEROSTOSIS CORTICALIS GENERALISATA	TRUE
OMIM	239100	VAN BUCHEM DISEASE; VBCH	FALSE
OMIM	239100	HYPERPHOSPHATASEMIA TARDA	FALSE
OMIM	239100	ENDOSTEAL HYPEROSTOSIS, AUTOSOMAL RECESSIVE	FALSE
OMIM	239300	HYPERPHOSPHATASIA WITH MENTAL RETARDATION	TRUE
OMIM	240300	AUTOIMMUNE POLYENDOCRINE SYNDROME, TYPE I	TRUE
OMIM	241150	HYPOKALEMIC ALKALOSIS, FAMILIAL, WITH SPECIFIC RENAL TUBULOPATHY	TRUE
OMIM	241150	HYPOKALEMIA, FAMILIAL	FALSE
OMIM	241150	GULLNER SYNDROME	FALSE
OMIM	241200	BARTTER SYNDROME, ANTENATAL, TYPE 2	TRUE
OMIM	241310	HYPOMANDIBULAR FACIOCRANIAL DYSOSTOSIS	TRUE
OMIM	241500	HYPOPHOSPHATASIA, INFANTILE	TRUE
OMIM	241510	HYPOPHOSPHATASIA, CHILDHOOD	TRUE
OMIM	241530	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY	TRUE
OMIM	242150	ICHTHYOSIFORM ERYTHRODERMA, CORNEAL INVOLVEMENT, AND DEAFNESS	TRUE
OMIM	242700	IMMUNE DEFECT DUE TO ABSENCE OF THYMUS	TRUE
OMIM	242840	VICI SYNDROME; VICIS	TRUE
OMIM	243060	MALE INFERTILITY WITH LARGE-HEADED, MULTIFLAGELLAR, POLYPLOID SPERMATOZOA	TRUE
OMIM	243440	ISOTRETINOIN EMBRYOPATHY-LIKE SYNDROME	TRUE
OMIM	243440	MICROTIA-AORTIC ARCH SYNDROME	FALSE
OMIM	243605	STROMME SYNDROME; STROMS	TRUE
OMIM	243800	JOHANSON-BLIZZARD SYNDROME; JBS	TRUE
OMIM	243910	ARIMA SYNDROME	TRUE
OMIM	244400	CILIARY DYSKINESIA, PRIMARY, 1; CILD1	TRUE
OMIM	244400	PCD	FALSE
OMIM	244400	CILIARY DYSKINESIA, PRIMARY, 1, WITH OR WITHOUT SITUS INVERSUS	FALSE
OMIM	244400	IMMOTILE CILIA SYNDROME; ICS	FALSE
OMIM	244400	POLYNESIAN BRONCHIECTASISKARTAGENER SYNDROME, INCLUDED	FALSE
OMIM	244400	DEXTROCARDIA, BRONCHIECTASIS, AND SINUSITIS, INCLUDED	FALSE
OMIM	244400	SIEWERT SYNDROME, INCLUDED	FALSE
OMIM	245000	PAPILLON-LEFEVRE SYNDROME	TRUE
OMIM	245010	HAIM-MUNK SYNDROME	TRUE
OMIM	245160	KNIEST-LIKE DYSPLASIA WITH PURSED LIPS AND ECTOPIA LENTIS	TRUE
OMIM	245160	BURTON SYNDROME	FALSE
OMIM	245190	KNIEST-LIKE DYSPLASIA, LETHAL	TRUE
OMIM	245600	MULTIPLE JOINT DISLOCATIONS, SHORT STATURE, AND CRANIOFACIAL DYSMORPHISM WITH OR WITHOUT CONGENITAL HEART DEFECTS	TRUE
OMIM	246000	LEG, ABSENCE DEFORMITY OF, WITH CONGENITAL CATARACT	TRUE
OMIM	247100	LIPOID PROTEINOSIS OF URBACH AND WIETHE	TRUE
OMIM	247150	LIP PRINTS	TRUE
OMIM	247990	MACDERMOT-WINTER SYNDROME	TRUE
OMIM	248190	HYPOMAGNESEMIA 5, RENAL, WITH OR WITHOUT OCULAR INVOLVEMENT; HOMG5	TRUE
OMIM	248340	3MC SYNDROME 3	TRUE
OMIM	248370	MANDIBULOACRAL DYSPLASIA WITH TYPE A LIPODYSTROPHY; MADA	TRUE
OMIM	248390	TREACHER COLLINS SYNDROME 3; TCS3	TRUE
OMIM	248400	MANDIBULOFACIAL DYSOSTOSIS WITH MENTAL RETARDATION	TRUE
OMIM	248510	MANNOSIDOSIS, BETA A, LYSOSOMAL	TRUE
OMIM	249000	MECKEL SYNDROME, TYPE 1; MKS1	TRUE
OMIM	249100	FAMILIAL MEDITERRANEAN FEVER; FMF	TRUE
OMIM	249310	MEGALOCORNEA-MENTAL RETARDATION SYNDROME	TRUE
OMIM	249420	FRANK-TER HAAR SYNDROME; FTHS	TRUE
OMIM	250220	SPONDYLOMETAPHYSEAL DYSPLASIA, SEDAGHATIAN TYPE; SMDS	TRUE
OMIM	250230	METAPHYSEAL CHONDRODYSPLASIA, KAITILA TYPE	TRUE
OMIM	250400	METAPHYSEAL CHONDRODYSPLASIA, SPAHR TYPE	TRUE
OMIM	250420	METAPHYSEAL DYSOSTOSIS, MENTAL RETARDATION, AND CONDUCTIVE DEAFNESS	TRUE
OMIM	250450	METAPHYSEAL DYSPLASIA, ANETODERMA, AND OPTIC ATROPHY	TRUE
OMIM	250700	METHEMOGLOBIN REDUCTASE DEFICIENCY	TRUE
OMIM	250700	NADPH-DEPENDENT METHEMOGLOBIN REDUCTASE DEFICIENCY	FALSE
OMIM	250700	TPNH-METHEMOGLOBIN REDUCTASE DEFICIENCY	FALSE
OMIM	250940	HOMOCYSTINURIA-MEGALOBLASTIC ANEMIA, CBLG COMPLEMENTATION TYPE	TRUE
OMIM	251000	METHYLMALONIC ACIDURIA DUE TO METHYLMALONYL-COA MUTASE DEFICIENCY	TRUE
OMIM	251100	METHYLMALONIC ACIDURIA, CBLA TYPE	TRUE
OMIM	251110	METHYLMALONIC ACIDURIA, CBLB TYPE	TRUE
OMIM	251260	NIJMEGEN BREAKAGE SYNDROME	TRUE
OMIM	251505	MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 4	TRUE
OMIM	251880	MITOCHONDRIAL DNA DEPLETION SYNDROME 3 (HEPATOCEREBRAL TYPE)	TRUE
OMIM	252150	MOLYBDENUM COFACTOR DEFICIENCY, COMPLEMENTATION GROUP A; MOCODA	TRUE
OMIM	252160	MOLYBDENUM COFACTOR DEFICIENCY, COMPLEMENTATION GROUP B; MOCODB	TRUE
OMIM	252500	MUCOLIPIDOSIS II ALPHA/BETA	TRUE
OMIM	252500	MUCOLIPIDOSIS II; ML II	FALSE
OMIM	252500	ML II ALPHA/BETA	FALSE
OMIM	252500	I-CELL DISEASE; ICD	FALSE
OMIM	252600	MUCOLIPIDOSIS III ALPHA/BETA	TRUE
OMIM	252900	MUCOPOLYSACCHARIDOSIS TYPE IIIA	TRUE
OMIM	252920	MUCOPOLYSACCHARIDOSIS TYPE IIIB	TRUE
OMIM	252930	MUCOPOLYSACCHARIDOSIS TYPE IIIC	TRUE
OMIM	252930	MPS IIIC; MPS3C	FALSE
OMIM	252930	SANFILIPPO SYNDROME C	FALSE
OMIM	252930	ACETYL-CoA:ALPHA-GLUCOSAMINIDE N-ACETYLTRANSFERASE DEFICIENCY	FALSE
OMIM	252940	MUCOPOLYSACCHARIDOSIS, TYPE IIID; MPS3D	TRUE
OMIM	252940	MPS IIID	FALSE
OMIM	252940	SANFILIPPO SYNDROME D	FALSE
OMIM	252940	N-ACETYLGLUCOSAMINE-6-SULFATASE DEFICIENCY	FALSE
OMIM	253000	MORQUIO SYNDROME A	TRUE
OMIM	253010	MUCOPOLYSACCHARIDOSIS TYPE IVB	TRUE
OMIM	253010	MORQUIO SYNDROME B	FALSE
OMIM	253010	MPS IVB; MPS4B	FALSE
OMIM	253220	MUCOPOLYSACCHARIDOSIS, TYPE VII; MPS7	TRUE
OMIM	253250	MULIBREY NANISM	TRUE
OMIM	253250	MUSCLE-LIVER-BRAIN-EYE NANISM	FALSE
OMIM	253250	PERICARDIAL CONSTRICTION AND GROWTH FAILURE	FALSE
OMIM	253250	PERHEENTUPA SYNDROME	FALSE
OMIM	253290	MULTIPLE PTERYGIUM SYNDROME, LETHAL TYPE; LMPS	TRUE
OMIM	253290	PTERYGIUM SYNDROME, MULTIPLE, LETHAL TYPE	FALSE
OMIM	253310	LETHAL CONGENITAL CONTRACTURE SYNDROME 1; LCCS1	TRUE
OMIM	253310	LCCS	FALSE
OMIM	253310	MULTIPLE CONTRACTURE SYNDROME, FINNISH TYPE	FALSE
OMIM	253800	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 4; MDDGA4	TRUE
OMIM	255800	SCHWARTZ-JAMPEL SYNDROME, TYPE 1; SJS1	TRUE
OMIM	256000	LEIGH SYNDROME; LS	TRUE
OMIM	256100	NEPHRONOPHTHISIS 1	TRUE
OMIM	256520	NEU-LAXOVA SYNDROME; NLS	TRUE
OMIM	256710	ELEJALDE DISEASE	TRUE
OMIM	256730	CEROID LIPOFUSCINOSIS, NEURONAL, 1	TRUE
OMIM	256731	CEROID LIPOFUSCINOSIS, NEURONAL, 5; CLN5	TRUE
OMIM	256731	CEROID LIPOFUSCINOSIS, NEURONAL, 5, VARIABLE AGE AT ONSETNEURONAL CEROID LIPOFUSCINOSIS, LATE INFANTILE, FINNISH VARIANT, INCLUDED	FALSE
OMIM	256731	FINNISH vLINCL, INCLUDED	FALSE
OMIM	256810	NAVAJO NEUROHEPATOPATHY	TRUE
OMIM	257200	NIEMANN-PICK DISEASE, TYPE A	TRUE
OMIM	257220	NIEMANN-PICK DISEASE, TYPE C1; NPC1	TRUE
OMIM	257800	OCULOCEREBRAL SYNDROME WITH HYPOPIGMENTATION	TRUE
OMIM	257850	OCULODENTODIGITAL DYSPLASIA, AUTOSOMAL RECESSIVE	TRUE
OMIM	257910	OCULOPALATOCEREBRAL SYNDROME	TRUE
OMIM	258040	OEIS COMPLEX	TRUE
OMIM	258040	OMPHALOCELE-EXSTROPHY-IMPERFORATE ANUS-SPINAL DEFECTS	FALSE
OMIM	258315	OMODYSPLASIA 1; OMOD1	TRUE
OMIM	258480	OPSISMODYSPLASIA; OPSMD	TRUE
OMIM	258500	OPTIC ATROPHY 6; OPA6	TRUE
OMIM	258500	OPTIC ATROPHY, CONGENITAL OR EARLY INFANTILE, AUTOSOMAL RECESSIVE	FALSE
OMIM	258840	ORAL AND DIGITAL ANOMALIES WITH ICHTHYOSIS	TRUE
OMIM	259050	PRIMROSE SYNDROME; PRIMS	TRUE
OMIM	259440	Osteogenesis imperfecta, type IX	TRUE
OMIM	259600	MULTICENTRIC OSTEOLYSIS, NODULOSIS, AND ARTHROPATHY; MONA	TRUE
OMIM	259610	OSTEOLYSIS SYNDROME, RECESSIVE	TRUE
OMIM	259610	OSTEOLYSIS, DISTAL, WITH SHORT STATURE, MENTAL RETARDATION, AND CHARACTERISTICFACIAL APPEARANCE	FALSE
OMIM	259710	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 2; OPTB2	TRUE
OMIM	259710	OSTEOPETROSIS, OSTEOCLAST-POOR	FALSE
OMIM	259710	OSTEOPETROSIS, MILD AUTOSOMAL RECESSIVE FORM	FALSE
OMIM	259720	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 5; OPTB5	TRUE
OMIM	259730	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 3; OPTB3	TRUE
OMIM	259770	OSTEOPOROSIS-PSEUDOGLIOMA SYNDROME	TRUE
OMIM	260370	PANCREATIC AGENESIS, CONGENITAL; PAGEN	TRUE
OMIM	260370	PANCREATIC HYPOPLASIA, CONGENITAL	FALSE
OMIM	260400	SHWACHMAN-DIAMOND SYNDROME 1; SDS1	TRUE
OMIM	260900	PERICARDIAL EFFUSION, CHRONIC	TRUE
OMIM	261500	EOSINOPHIL PEROXIDASE DEFICIENCY; EPXD	TRUE
OMIM	261515	D-BIFUNCTIONAL PROTEIN DEFICIENCY	TRUE
OMIM	261540	PETERS-PLUS SYNDROME; PTRPLS	TRUE
OMIM	261550	PERSISTENT MULLERIAN DUCT SYNDROME, TYPES I AND II	TRUE
OMIM	261650	PHOSPHOENOLPYRUVATE CARBOXYKINASE 2, MITOCHONDRIAL	TRUE
OMIM	261680	PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, CYTOSOLIC; PCKDC	TRUE
OMIM	262190	PINEAL HYPERPLASIA, INSULIN-RESISTANT DIABETES MELLITUS, AND SOMATIC ABNORMALITIES	TRUE
OMIM	262400	Growth hormone deficiency, isolated, type IA	TRUE
OMIM	262650	PITUITARY DWARFISM IV	TRUE
OMIM	262700	PITUITARY DWARFISM WITH SMALL SELLA TURCICA	TRUE
OMIM	262710	PITUITARY DWARFISM WITH LARGE SELLA TURCICA	TRUE
OMIM	263200	POLYCYSTIC KIDNEY DISEASE 4 WITH OR WITHOUT POLYCYSTIC LIVER DISEASE; PKD4	TRUE
OMIM	263210	POLYCYSTIC KIDNEY DISEASE, POTTER TYPE I, WITH MICROBRACHYCEPHALY,HYPERTELORISM, AND BRACHYMELIA	TRUE
OMIM	263300	POLYCYTHEMIA VERA	TRUE
OMIM	263300	PV	FALSE
OMIM	263300	POLYCYTHEMIA RUBRA VERA; PRV	FALSE
OMIM	263400	ERYTHROCYTOSIS, FAMILIAL, 2; ECYT2	TRUE
OMIM	263400	ERYTHROCYTOSIS, AUTOSOMAL RECESSIVE BENIGN	FALSE
OMIM	263400	POLYCYTHEMIA, VHL-DEPENDENT	FALSE
OMIM	263400	POLYCYTHEMIA, CHUVASH TYPE	FALSE
OMIM	263650	BARTSOCAS-PAPAS SYNDROME; BPS	TRUE
OMIM	263800	GITELMAN SYNDROME	TRUE
OMIM	264090	WIEDEMANN-RAUTENSTRAUCH SYNDROME; WDRTS	TRUE
OMIM	264350	PSEUDOHYPOALDOSTERONISM, TYPE I, AUTOSOMAL RECESSIVE; PHA1B	TRUE
OMIM	264350	PHA I, AUTOSOMAL RECESSIVE	FALSE
OMIM	264475	PSEUDOPAPILLEDEMA, OCULAR HYPOTELORISM, BLEPHAROPHIMOSIS, AND HANDANOMALIES	TRUE
OMIM	264475	ACROOTOOCULAR SYNDROME	FALSE
OMIM	264475	AOO SYNDROME	FALSE
OMIM	264700	VITAMIN D HYDROXYLATION-DEFICIENT RICKETS, TYPE 1A	TRUE
OMIM	265000	MULTIPLE PTERYGIUM SYNDROME, ESCOBAR VARIANT; EVMPS	TRUE
OMIM	265000	ESCOBAR SYNDROME	FALSE
OMIM	265000	MULTIPLE PTERYGIUM SYNDROME, NONLETHAL TYPE	FALSE
OMIM	265000	PTERYGIUM SYNDROME	FALSE
OMIM	265000	MULTIPLE PTERYGIUM SYNDROME	FALSE
OMIM	265000	PTERYGIUM COLLI SYNDROME	FALSE
OMIM	265000	PTERYGIUM UNIVERSALE	FALSE
OMIM	265300	LYMPHANGIECTASIA, PULMONARY, CONGENITAL; CPL	TRUE
OMIM	265300	LYMPHANGIOMATOSIS, PULMONARY	FALSE
OMIM	265300	PULMONARY CYSTIC LYMPHANGIECTASIS	FALSE
OMIM	265380	ALVEOLAR CAPILLARY DYSPLASIA WITH MISALIGNMENT OF PULMONARY VEINS; ACDMPV	TRUE
OMIM	266100	EPILEPSY, PYRIDOXINE-DEPENDENT	TRUE
OMIM	266130	GLUTATHIONE SYNTHETASE DEFICIENCY	TRUE
OMIM	266150	PYRUVATE CARBOXYLASE DEFICIENCY	TRUE
OMIM	266200	PYRUVATE KINASE DEFICIENCY OF RED CELLS	TRUE
OMIM	266265	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIc; CDG2C	TRUE
OMIM	266270	RAMON SYNDROME	TRUE
OMIM	266280	RAPADILINO SYNDROME	TRUE
OMIM	267010	MECKEL SYNDROME, TYPE 7; MKS7	TRUE
OMIM	267010	RENAL-HEPATIC-PANCREATIC DYSPLASIA WITH DANDY-WALKER CYST	FALSE
OMIM	267010	GOLDSTON SYNDROME	FALSE
OMIM	267430	RENAL TUBULAR DYSGENESIS; RTD	TRUE
OMIM	267430	PRIMITIVE RENAL TUBULE SYNDROMERENAL TUBULAR DYSGENESIS WITH CHOANAL ATRESIA AND ATHELIA, INCLUDED	FALSE
OMIM	267750	KNOBLOCH SYNDROME 1; KNO1	TRUE
OMIM	267760	RETINAL DEGENERATION WITH NANOPHTHALMOS, CYSTIC MACULAR DEGENERATION,AND ANGLE CLOSURE GLAUCOMA	TRUE
OMIM	268130	REVESZ SYNDROME	TRUE
OMIM	268300	ROBERTS SYNDROME; RBS	TRUE
OMIM	268310	ROBINOW SYNDROME, AUTOSOMAL RECESSIVE; RRS	TRUE
OMIM	268310	COSTOVERTEBRAL SEGMENTATION DEFECT WITH MESOMELIA, FORMERLY	FALSE
OMIM	268310	COVESDEM SYNDROME, FORMERLYROBINOW SYNDROME, AUTOSOMAL RECESSIVE, WITH APLASIA/HYPOPLASIA OFPHALANGES AND METACARPALS/METATARSALS, INCLUDED	FALSE
OMIM	268310	ROBINOW SYNDROME, AUTOSOMAL RECESSIVE, WITH BRACHY-SYN-POLYDACTYLY,INCLUDED	FALSE
OMIM	268650	RUDIGER SYNDROME	TRUE
OMIM	269150	SCHINZEL-GIEDION MIDFACE-RETRACTION SYNDROME	TRUE
OMIM	269200	AUTOIMMUNE POLYENDOCRINE SYNDROME, TYPE II	TRUE
OMIM	269250	SCHNECKENBECKEN DYSPLASIA	TRUE
OMIM	269500	SCLEROSTEOSIS 1; SOST1	TRUE
OMIM	269600	SEA-BLUE HISTIOCYTE DISEASE	TRUE
OMIM	269700	Lipodystrophy, congenital generalized, type 2	TRUE
OMIM	269860	SHORT-RIB THORACIC DYSPLASIA 12; SRTD12	TRUE
OMIM	269880	SHORT SYNDROME	TRUE
OMIM	270400	SMITH-LEMLI-OPITZ SYNDROME; SLOS	TRUE
OMIM	270450	INSULIN-LIKE GROWTH FACTOR I, RESISTANCE TO; IGF1RES	TRUE
OMIM	270460	SONODA SYNDROME	TRUE
OMIM	270700	SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE; SPG15	TRUE
OMIM	270700	SPASTIC PARAPLEGIA AND RETINAL DEGENERATION	FALSE
OMIM	270700	KJELLIN SYNDROME	FALSE
OMIM	271520	SPONDYLOCOSTAL DYSOSTOSIS WITH ANAL ATRESIA AND UROGENITAL ANOMALIES	TRUE
OMIM	271640	SPONDYLOEPIMETAPHYSEAL DYSPLASIA WITH JOINT LAXITY, TYPE 1, WITH OR WITHOUT FRACTURES; SEMDJL1	TRUE
OMIM	271650	SPONDYLOEPIMETAPHYSEAL DYSPLASIA, IRAPA TYPE	TRUE
OMIM	271665	SPONDYLOMETAEPIPHYSEAL DYSPLASIA, SHORT LIMB-HAND TYPE	TRUE
OMIM	271700	SPONDYLOPERIPHERAL DYSPLASIA	TRUE
OMIM	271960	SUBAORTIC STENOSIS--SHORT STATURE SYNDROME	TRUE
OMIM	271960	ONAT SYNDROME	FALSE
OMIM	272460	SPONDYLOCARPOTARSAL SYNOSTOSIS SYNDROME; SCT	TRUE
OMIM	273050	TEETH, NONERUPTION OF, WITH MAXILLARY HYPOPLASIA AND GENU VALGUM	TRUE
OMIM	273250	TESTICULAR REGRESSION SYNDROME	TRUE
OMIM	273390	TETRA-AMELIA WITH ECTODERMAL DYSPLASIA AND LACRIMAL DUCT ABNORMALITIES	TRUE
OMIM	273395	TETRAAMELIA, AUTOSOMAL RECESSIVE	TRUE
OMIM	273800	Glanzmann thrombasthenia	TRUE
OMIM	274150	THROMBOTIC THROMBOCYTOPENIC PURPURA, CONGENITAL; TTP	TRUE
OMIM	274150	MICROANGIOPATHIC HEMOLYTIC ANEMIA	FALSE
OMIM	274150	THROMBOTIC MICROANGIOPATHY, FAMILIAL	FALSE
OMIM	274150	UPSHAW-SCHULMAN SYNDROME; USS	FALSE
OMIM	274150	SCHULMAN-UPSHAW SYNDROME	FALSE
OMIM	274150	UPSHAW FACTOR, DEFICIENCY OF	FALSE
OMIM	274150	MICROANGIOPATHIC HEMOLYTIC ANEMIA, CONGENITAL	FALSE
OMIM	274150	THROMBOTIC THROMBOCYTOPENIC PURPURA, FAMILIAL	FALSE
OMIM	274190	THUMB AGENESIS, SHORT STATURE, AND IMMUNODEFICIENCY	TRUE
OMIM	275210	RESTRICTIVE DERMOPATHY, LETHAL	TRUE
OMIM	275350	TRANSCOBALAMIN II DEFICIENCY	TRUE
OMIM	275350	TC II DEFICIENCY	FALSE
OMIM	275350	TCN2 DEFICIENCY	FALSE
OMIM	275595	TRIGONOBRACHYCEPHALY, BULBOUS BIFID NOSE, MICROGNATHIA, AND ABNORMALITIESOF THE HANDS AND FEET	TRUE
OMIM	276300	MISMATCH REPAIR CANCER SYNDROME; MMRCS	TRUE
OMIM	276820	ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY	TRUE
OMIM	276820	LIMB/PELVIS-HYPOPLASIA/APLASIA SYNDROME; LPHAS	FALSE
OMIM	276820	AL-AWADI/RAAS-ROTHSCHILD SYNDROME; AARRS	FALSE
OMIM	276820	SCHINZEL PHOCOMELIA SYNDROME	FALSE
OMIM	276904	USHER SYNDROME, TYPE IC	TRUE
OMIM	277380	METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, CBLF TYPE	TRUE
OMIM	277400	METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblC TYPE; MAHCC	TRUE
OMIM	277410	METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, CBLD TYPE	TRUE
OMIM	277440	VITAMIN D-DEPENDENT RICKETS, TYPE 2A	TRUE
OMIM	277590	WEAVER SYNDROME	TRUE
OMIM	277600	WEILL-MARCHESANI SYNDROME 1; WMS1	TRUE
OMIM	277720	WHISTLING FACE SYNDROME, RECESSIVE FORM	TRUE
OMIM	278250	WRINKLY SKIN SYNDROME; WSS	TRUE
OMIM	278300	XANTHINURIA, TYPE I	TRUE
OMIM	278760	XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP F; XPF	TRUE
OMIM	300076	IMMUNONEUROLOGIC DISORDER, X-LINKED	TRUE
OMIM	300106	SPONDYLOEPIMETAPHYSEAL DYSPLASIA, X-LINKED	TRUE
OMIM	300106	SEMD, X-LINKED; SEMDX	FALSE
OMIM	300125	MIGRAINE, FAMILIAL TYPICAL, SUSCEPTIBILITY TO, 2	TRUE
OMIM	300166	MICROPHTHALMIA, SYNDROMIC 2; MCOPS2	TRUE
OMIM	300209	SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 2; SGBS2	TRUE
OMIM	300216	Coats disease	TRUE
OMIM	300245	PTOSIS, HEREDITARY CONGENITAL 2	TRUE
OMIM	300245	PTOS2	FALSE
OMIM	300245	PTOSIS, X-LINKED; PTOSX	FALSE
OMIM	300257	DANON DISEASE	TRUE
OMIM	300257	VACUOLAR CARDIOMYOPATHY AND MYOPATHY, X-LINKED	FALSE
