db	id	label
OMIM	305800	MEMBRANOPROLIFERATIVE GLOMERULONEPHRITIS, X-LINKED
OMIM	306955	HETEROTAXY, VISCERAL, 1, X-LINKED; HTX1
OMIM	307200	ISOLATED GROWTH HORMONE DEFICIENCY, TYPE III; IGHD3
OMIM	308050	CONGENITAL HEMIDYSPLASIA WITH ICHTHYOSIFORM ERYTHRODERMA AND LIMB DEFECTS
OMIM	308280	IMPACTED TEETH, MULTIPLE
OMIM	308500	IRIS HYPOPLASIA WITH GLAUCOMA; IHG
OMIM	308700	HYPOGONADOTROPIC HYPOGONADISM 1 WITH OR WITHOUT ANOSMIA; HH1
OMIM	308750	KALLMANN SYNDROME WITH SPASTIC PARAPLEGIA
OMIM	308800	KERATOSIS FOLLICULARIS SPINULOSA DECALVANS, X-LINKED; KFSDX
OMIM	308905	LEBER OPTIC ATROPHY, SUSCEPTIBILITY TO
OMIM	308940	LEIOMYOMATOSIS, DIFFUSE, WITH ALPORT SYNDROME; DL-ATS
OMIM	309000	LOWE OCULOCEREBRORENAL SYNDROME
OMIM	309300	MEGALOCORNEA
OMIM	309350	MELNICK-NEEDLES SYNDROME
OMIM	309500	RENPENNING SYNDROME 1; RENS1
OMIM	309541	METHYLMALONIC ACIDEMIA AND HOMOCYSTEINEMIA, cblX TYPE
OMIM	309545	MENTAL RETARDATION, X-LINKED, SYNDROMIC 12; MRXS12
OMIM	309580	MENTAL RETARDATION-HYPOTONIC FACIES SYNDROME, X-LINKED, 1; MRXHF1
OMIM	309800	MICROPHTHALMIA, SYNDROMIC 1
OMIM	309900	MUCOPOLYSACCHARIDOSIS, TYPE II
OMIM	310300	EMERY-DREIFUSS MUSCULAR DYSTROPHY 1, X-LINKED; EDMD1
OMIM	310600	NORRIE DISEASE; ND
OMIM	311200	OROFACIODIGITAL SYNDROME I; OFD1
OMIM	311250	ORNITHINE TRANSCARBAMYLASE DEFICIENCY, HYPERAMMONEMIA DUE TO
OMIM	311300	OTOPALATODIGITAL SYNDROME, TYPE I; OPD1
OMIM	311450	PALLISTER W SYNDROME
OMIM	311900	TARP SYNDROME; TARPS
OMIM	312000	PANHYPOPITUITARISM, X-LINKED
OMIM	312080	PELIZAEUS-MERZBACHER DISEASE
OMIM	312150	MULTIPLE PTERYGIUM SYNDROME, X-LINKED
OMIM	312170	PYRUVATE DEHYDROGENASE E1-ALPHA DEFICIENCY; PDHAD
OMIM	312550	RETINAL DYSPLASIA, PRIMARY
OMIM	312870	SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 1
OMIM	313850	THORACOABDOMINAL SYNDROME
OMIM	313900	THROMBOCYTOPENIA 1
OMIM	314320	TRIGONOCEPHALY WITH SHORT STATURE AND DEVELOPMENTAL DELAY
OMIM	314390	VACTERL ASSOCIATION, X-LINKED, WITH OR WITHOUT HYDROCEPHALUS; VACTERLX
OMIM	314600	WILDERVANCK SYNDROME
OMIM	400003	DELETED IN AZOOSPERMIA
OMIM	400043	DEAFNESS, Y-LINKED 1
OMIM	400045	46,XX SEX REVERSAL 1; SRXX1
OMIM	400047	DEAFNESS, Y-LINKED 2; DFNY2
OMIM	415000	SPERMATOGENIC FAILURE, NONOBSTRUCTIVE, Y-LINKED
OMIM	424500	GONADOBLASTOMA
OMIM	475000	GROWTH CONTROL, Y-CHROMOSOME INFLUENCED
OMIM	500001	LEBER OPTIC ATROPHY AND DYSTONIA
OMIM	530000	KEARNS-SAYRE SYNDROME; KSS
OMIM	535000	LEBER OPTIC ATROPHY
OMIM	600081	VITAMIN D HYDROXYLATION-DEFICIENT RICKETS, TYPE 1B
OMIM	600089	PANCREATIC BETA CELL AGENESIS WITH NEONATAL DIABETES MELLITUS
OMIM	600096	PUERTO RICAN INFANT HYPOTONIA SYNDROME
OMIM	600118	WARBURG MICRO SYNDROME 1
OMIM	600142	CEREBRAL ARTERIOPATHY, AUTOSOMAL RECESSIVE, WITH SUBCORTICAL INFARCTS AND LEUKOENCEPHALOPATHY; CARASIL
OMIM	600143	CEROID LIPOFUSCINOSIS, NEURONAL, 8
OMIM	600224	SPINOCEREBELLAR ATAXIA 5; SCA5
OMIM	600257	BOR-DUANE HYDROCEPHALUS CONTIGUOUS GENE SYNDROME
OMIM	600268	OCULOECTODERMAL SYNDROME; OES
OMIM	600274	FRONTOTEMPORAL DEMENTIA; FTD
OMIM	600302	FRYNS MACROCEPHALY
OMIM	600376	TELANGIECTASIA, HEREDITARY HEMORRHAGIC, TYPE 2; HHT2
OMIM	600383	MESOMELIA-SYNOSTOSES SYNDROME
OMIM	600384	APHALANGIA, PARTIAL, WITH SYNDACTYLY AND DUPLICATION OF METATARSALIV
OMIM	600419	ANGIOKERATOMA CORPORIS DIFFUSUM WITH ARTERIOVENOUS FISTULAS
OMIM	600638	FIBROSIS OF EXTRAOCULAR MUSCLES, CONGENITAL, 3A, WITH OR WITHOUT EXTRAOCULARINVOLVEMENT; CFEOM3A
OMIM	600649	CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, INFANTILE
OMIM	600679	DERMOID CYSTS, FAMILIAL FRONTONASAL
OMIM	600790	CHORIORETINAL ATROPHY, PROGRESSIVE BIFOCAL
OMIM	600791	ENLARGED VESTIBULAR AQUEDUCT
OMIM	600795	FRONTOTEMPORAL DEMENTIA, CHROMOSOME 3-LINKED; FTD3
OMIM	600858	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 6; CMH6
OMIM	600882	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2B; CMT2B
OMIM	600901	FANCONI ANEMIA, COMPLEMENTATION GROUP E; FANCE
OMIM	600903	WISKOTT-ALDRICH SYNDROME, AUTOSOMAL DOMINANT FORM
OMIM	600920	VAN DEN ENDE-GUPTA SYNDROME; VDEGS
OMIM	600969	EPIPHYSEAL DYSPLASIA, MULTIPLE, 3; EDM3
OMIM	601027	TIBIA, ABSENCE OR HYPOPLASIA OF, WITH POLYDACTYLY, RETROCEREBELLAR ARACHNOID CYST, AND OTHER ANOMALIES
OMIM	601068	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 1; FAME1
OMIM	601104	SUPRANUCLEAR PALSY, PROGRESSIVE, 1; PSNP1
OMIM	601163	DIAPHRAGMATIC DEFECTS, LIMB DEFICIENCIES, AND OSSIFICATION DEFECTS OF SKULL
OMIM	601186	MICROPHTHALMIA, SYNDROMIC 9; MCOPS9
OMIM	601202	CATARACT, ANTERIOR POLAR, 2
OMIM	601321	NEUROFIBROMATOSIS-NOONAN SYNDROME; NFNS
OMIM	601353	BRACHYCEPHALY, DEAFNESS, CATARACT, MICROSTOMIA, AND MENTAL RETARDATION
OMIM	601376	CHONDRODYSPLASIA, LETHAL, WITH LONG BONE ANGULATION AND MIXED BONE DENSITY
OMIM	601389	CERVICAL RIBS, SPRENGEL ANOMALY, ANAL ATRESIA, AND URETHRAL OBSTRUCTION
OMIM	601419	MYOPATHY, MYOFIBRILLAR, 1; MFM1
OMIM	601449	DEAFNESS, PROGRESSIVE, WITH STAPES FIXATION
OMIM	601453	TRICHODENTAL DYSPLASIA
OMIM	601457	SEVERE COMBINED IMMUNODEFICIENCY, AUTOSOMAL RECESSIVE, T CELL-NEGATIVE, B CELL-NEGATIVE, NK CELL-POSITIVE
OMIM	601492	MUCOPOLYSACCHARIDOSIS TYPE IX
OMIM	601549	ALACRIMA
OMIM	601552	FACIAL DYSMORPHISM, LENS DISLOCATION, ANTERIOR SEGMENT ABNORMALITIES, AND SPONTANEOUS FILTERING BLEBS; FDLAB
OMIM	601559	STUVE-WIEDEMANN SYNDROME
OMIM	601596	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4C; CMT4C
OMIM	601631	ANTERIOR SEGMENT DYSGENESIS 3
OMIM	601650	PARAGANGLIOMAS 2
OMIM	601678	BARTTER SYNDROME, TYPE 1, ANTENATAL
OMIM	601701	ARTHROGRYPOSIS AND ECTODERMAL DYSPLASIA
OMIM	601707	CURRY-JONES SYNDROME
OMIM	601780	CEROID LIPOFUSCINOSIS, NEURONAL, 6
OMIM	601803	PALLISTER-KILLIAN SYNDROME
OMIM	601809	SPONDYLOSPINAL THORACIC DYSOSTOSIS
OMIM	601813	EXUDATIVE VITREORETINOPATHY 4
OMIM	601957	ODONTOTRICHOUNGUAL-DIGITAL-PALMAR SYNDROME
OMIM	601992	FRIEDREICH ATAXIA 2; FRDA2
OMIM	602078	FIBROSIS OF EXTRAOCULAR MUSCLES, CONGENITAL, 2; CFEOM2
OMIM	602114	NEPHROPATHY, PROGRESSIVE TUBULOINTERSTITIAL, WITH CHOLESTATIC LIVERDISEASE
OMIM	602196	PIERRE ROBIN SEQUENCE WITH PECTUS EXCAVATUM AND RIB AND SCAPULAR ANOMALIES
OMIM	602248	MALIGNANT ATROPHIC PAPULOSIS
OMIM	602342	Pierpont syndrome
OMIM	602433	AMYOTROPHIC LATERAL SCLEROSIS 4, JUVENILE; ALS4
OMIM	602475	OSSIFICATION OF THE POSTERIOR LONGITUDINAL LIGAMENT OF SPINE; OPLL
OMIM	602481	MIGRAINE, FAMILIAL HEMIPLEGIC, 2; FHM2
OMIM	602522	BARTTER SYNDROME, TYPE 4A, NEONATAL, WITH SENSORINEURAL DEAFNESS
OMIM	602531	GRANGE SYNDROME; GRNG
OMIM	602579	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ib; CDG1B
OMIM	602629	DYSTONIA 6, TORSION
OMIM	602849	Muenke syndrome
OMIM	602875	ACROMESOMELIC DYSPLASIA, MAROTEAUX TYPE; AMDMST. HELENA DYSPLASIA, INCLUDED
OMIM	603147	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ic; CDG1C
OMIM	603165	DERMATITIS, ATOPIC
OMIM	603285	CEREBRAL CAVERNOUS MALFORMATIONS 3; CCM3
OMIM	603543	LIMB-MAMMARY SYNDROME; LMS
OMIM	603671	ACROMELIC FRONTONASAL DYSOSTOSIS; AFND
OMIM	603860	MEDULLARY CYSTIC KIDNEY DISEASE 2; MCKD2
OMIM	604121	CEREBELLAR ATAXIA, DEAFNESS, AND NARCOLEPSY, AUTOSOMAL DOMINANT; ADCADN
OMIM	604278	RENAL TUBULAR ACIDOSIS, PROXIMAL, WITH OCULAR ABNORMALITIES AND MENTALRETARDATION
OMIM	604292	ECTRODACTYLY, ECTODERMAL DYSPLASIA, AND CLEFT LIP/PALATE SYNDROME 3; EEC3
OMIM	604314	BLEPHAROPHIMOSIS WITH FACIAL AND GENITAL ANOMALIES AND MENTAL RETARDATION
OMIM	604320	SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 1; DSMA1
OMIM	604326	SPINOCEREBELLAR ATAXIA 12
OMIM	604387	NEPHRONOPHTHISIS 3; NPHP3
OMIM	604416	PYOGENIC STERILE ARTHRITIS, PYODERMA GANGRENOSUM, AND ACNE
OMIM	604563	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4B2; CMT4B2
OMIM	605282	Temtamy preaxial brachydactyly syndrome
OMIM	605289	SPLIT-HAND/FOOT MALFORMATION 4; SHFM4
OMIM	605321	FRONTOOCULAR SYNDROME
OMIM	605361	SPINOCEREBELLAR ATAXIA 14
OMIM	605373	PARAGANGLIOMAS 3
OMIM	605419	SCHIZOPHRENIA 10
OMIM	605432	RADIOULNAR SYNOSTOSIS WITH AMEGAKARYOCYTIC THROMBOCYTOPENIA
OMIM	605627	CEREBROOCULONASAL SYNDROME
OMIM	605750	EXUDATIVE VITREORETINOPATHY 3; EVR3
OMIM	605899	GLYCINE ENCEPHALOPATHY; GCE
OMIM	606054	PROPIONIC ACIDEMIA
OMIM	606156	SENER SYNDROME
OMIM	606164	DIAMOND-BLACKFAN ANEMIA 15 WITH MANDIBULOFACIAL DYSOSTOSIS; DBA15
OMIM	606232	PHELAN-MCDERMID SYNDROME; PHMDS
OMIM	606242	MENTAL RETARDATION, MICROCEPHALY, GROWTH RETARDATION, JOINT CONTRACTURES,AND FACIAL DYSMORPHISM
OMIM	606324	PARKINSON DISEASE 7, AUTOSOMAL RECESSIVE EARLY-ONSET
OMIM	606353	PRIMARY LATERAL SCLEROSIS, JUVENILE; PLSJ
OMIM	606482	CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE B; CMTDIB
OMIM	606552	EPISODIC ATAXIA, TYPE 4
OMIM	606595	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2F; CMT2F
OMIM	606693	KUFOR-RAKEB SYNDROME
OMIM	606703	DYSKINESIA, FAMILIAL, WITH FACIAL MYOKYMIA; FDFM
OMIM	606764	GASTROINTESTINAL STROMAL TUMOR; GIST
OMIM	606772	MENTAL RETARDATION, OBESITY, MANDIBULAR PROGNATHISM, AND EYE AND SKINANOMALIES
OMIM	606812	FUMARASE DEFICIENCY; FMRD
OMIM	606824	GLUCOSE/GALACTOSE MALABSORPTION; GGM
OMIM	606835	DIGITAL ARTHROPATHY-BRACHYDACTYLY, FAMILIAL; FDAB
OMIM	606895	SYMPHALANGISM, DISTAL, WITH MICRODONTIA, DENTAL PULP STONES, AND NARROWEDZYGOMATIC ARCH
OMIM	606966	NEPHRONOPHTHISIS 4
OMIM	606995	SENIOR-LOKEN SYNDROME 3
OMIM	606996	SENIOR-LOKEN SYNDROME 4; SLSN4
OMIM	607136	SPINOCEREBELLAR ATAXIA 17; SCA17
OMIM	607323	DUANE-RADIAL RAY SYNDROME; DRRS
OMIM	607330	LATHOSTEROLOSIS
OMIM	607364	BARTTER SYNDROME, TYPE 3
OMIM	607373	AUTISM, SUSCEPTIBILITY TO, 8; AUTS8
OMIM	607485	FRONTOTEMPORAL LOBAR DEGENERATION WITH TDP43 INCLUSIONS, GRN-RELATED
OMIM	607498	MIGRAINE WITH OR WITHOUT AURA, SUSCEPTIBILITY TO, 3
OMIM	607501	MIGRAINE WITHOUT AURA, SUSCEPTIBILITY TO, 4
OMIM	607508	MIGRAINE WITH OR WITHOUT AURA, SUSCEPTIBILITY TO, 5
OMIM	607516	MIGRAINE WITH OR WITHOUT AURA, SUSCEPTIBILITY TO, 6
OMIM	607541	CORNEAL DYSTROPHY, AVELLINO TYPE; CDA
OMIM	607554	ATRIAL FIBRILLATION, FAMILIAL, 3; ATFB3
OMIM	607616	NIEMANN-PICK DISEASE, TYPE B
OMIM	607624	GRISCELLI SYNDROME, TYPE 2; GS2
OMIM	607625	NIEMANN-PICK DISEASE, TYPE C2
OMIM	607636	VAN BUCHEM DISEASE, TYPE 2
OMIM	607684	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2E; CMT2E
OMIM	607778	ACROCAPITOFEMORAL DYSPLASIA; ACFD
OMIM	607872	CHROMOSOME 1P36 DELETION SYNDROME
OMIM	607876	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 2; FAME2
OMIM	607932	MICROPHTHALMIA, SYNDROMIC 6; MCOPS6
OMIM	608028	THAI SYMPHALANGISM SYNDROME
OMIM	608049	AUTISM, SUSCEPTIBILITY TO, 3; AUTS3
OMIM	608091	JOUBERT SYNDROME 2
OMIM	608106	IMMUNODEFICIENCY WITH HYPER-IgM, TYPE 5; HIGM5
OMIM	608180	SYNPOLYDACTYLY 2
OMIM	608328	WEILL-MARCHESANI SYNDROME 2; WMS2
OMIM	608340	CHARCOT-MARIE-TOOTH DISEASE, RECESSIVE INTERMEDIATE A; CMTRIA
OMIM	608406	VATER-LIKE DEFECTS WITH PULMONARY HYPERTENSION, LARYNGEAL WEBS, AND GROWTH DEFICIENCY
OMIM	608471	CORNEAL DYSTROPHY, LATTICE TYPE IIIA; CDL3A
OMIM	608540	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ik; CDG1K
OMIM	608553	LEBER CONGENITAL AMAUROSIS 9; LCA9
OMIM	608572	BURN-MCKEOWN SYNDROME
OMIM	608583	ATRIAL FIBRILLATION, FAMILIAL, 1; ATFB1
OMIM	608594	Lipodystrophy, congenital generalized, type 1
OMIM	608600	LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 1
OMIM	608612	MANDIBULOACRAL DYSPLASIA WITH TYPE B LIPODYSTROPHY; MADB
OMIM	608631	ASPERGER SYNDROME, SUSCEPTIBILITY TO, 2; ASPG2
OMIM	608636	CHROMOSOME 15q11-q13 DUPLICATION SYNDROME
OMIM	608638	ASPERGER SYNDROME, SUSCEPTIBILITY TO, 1; ASPG1
OMIM	608643	AROMATIC L-AMINO ACID DECARBOXYLASE DEFICIENCY
OMIM	608688	AICAR TRANSFORMYLASE/IMP CYCLOHYDROLASE DEFICIENCY
OMIM	608703	SPINOCEREBELLAR ATAXIA 25; SCA25
OMIM	608709	LIPODYSTROPHY, PARTIAL, ACQUIRED, SUSCEPTIBILITY TO; APLD
OMIM	608720	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, ADULT-ONSET, WITH ANOSMIA
OMIM	608728	SPONDYLOEPIMETAPHYSEAL DYSPLASIA, MATRILIN-3 RELATED
OMIM	608758	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 10; CMH10
OMIM	608763	EHLERS-DANLOS SYNDROME, BEASLEY-COHEN TYPE
OMIM	608804	LEUKODYSTROPHY, HYPOMYELINATING, 2; HLD2
OMIM	608836	CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, LETHAL NEONATAL
OMIM	608898	HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 3; FHL3
OMIM	608940	SPONDYLOMETAPHYSEAL DYSPLASIA WITH CONE-ROD DYSTROPHY; SMDCRD
OMIM	609015	MITOCHONDRIAL TRIFUNCTIONAL PROTEIN DEFICIENCY; MTPD
OMIM	609039	NARCOLEPSY 3; NRCLP3
OMIM	609048	MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 3
OMIM	609052	SPONDYLOMETAPHYSEAL DYSPLASIA, TYPE A4
OMIM	609128	ARTHROGRYPOSIS, DISTAL, TYPE 4; DA4
OMIM	609129	AUDITORY NEUROPATHY, AUTOSOMAL DOMINANT, 1
OMIM	609218	FOVEAL HYPOPLASIA 2; FVH2
OMIM	609227	GRISCELLI SYNDROME, TYPE 3; GS3
OMIM	609242	KANZAKI DISEASE
OMIM	609306	SPINOCEREBELLAR ATAXIA 26
OMIM	609384	FIBROSIS OF EXTRAOCULAR MUSCLES, CONGENITAL, 3B
OMIM	609428	TUKEL SYNDROME
OMIM	609454	SUPRANUCLEAR PALSY, PROGRESSIVE, 2; PSNP2
OMIM	609524	FILAMINOPATHY, AUTOSOMAL DOMINANT
OMIM	609536	COMPLEMENT COMPONENT 5 DEFICIENCY; C5D
OMIM	609616	SPONDYLOMEGAEPIPHYSEAL DYSPLASIA WITH UPPER LIMB MESOMELIA, PUNCTATECALCIFICATIONS, AND DEAFNESS
OMIM	609625	CHROMOSOME 10Q26 DELETION SYNDROME
OMIM	609638	EPIDERMOLYSIS BULLOSA, LETHAL ACANTHOLYTIC; EBLA
OMIM	609727	SPASTIC PARAPLEGIA 29, AUTOSOMAL DOMINANT
OMIM	609820	ERYTHROCYTOSIS, FAMILIAL, 3
OMIM	609944	ECTODERMAL DYSPLASIA, SENSORINEURAL HEARING LOSS, AND DISTINCTIVE FACIAL FEATURES
OMIM	610003	CEROID LIPOFUSCINOSIS, NEURONAL, 8, NORTHERN EPILEPSY VARIANT
OMIM	610031	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 7
OMIM	610090	PYRIDOXAMINE 5-PRIME-PHOSPHATE OXIDASE DEFICIENCY
OMIM	610127	CEROID LIPOFUSCINOSIS, NEURONAL, 10; CLN10
OMIM	610168	LOEYS-DIETZ SYNDROME 2; LDS2
OMIM	610188	JOUBERT SYNDROME 5
OMIM	610208	MIGRAINE WITH OR WITHOUT AURA, SUSCEPTIBILITY TO, 10
OMIM	610209	MIGRAINE WITH OR WITHOUT AURA, SUSCEPTIBILITY TO, 11
OMIM	610251	ALCOHOL SENSITIVITY, ACUTE
OMIM	610253	KLEEFSTRA SYNDROME
OMIM	610443	KOOLEN-DE VRIES SYNDROME; KDVS
OMIM	610475	PIGMENTED NODULAR ADRENOCORTICAL DISEASE, PRIMARY, 2
OMIM	610489	PIGMENTED NODULAR ADRENOCORTICAL DISEASE, PRIMARY, 1
OMIM	610504	PRETERM PREMATURE RUPTURE OF THE MEMBRANES; PPROM
OMIM	610543	CHROMOSOME 16p13.3 DELETION SYNDROME
OMIM	610655	TELANGIECTASIA, HEREDITARY HEMORRHAGIC, TYPE 4; HHT4
OMIM	610708	OPTIC ATROPHY 5; OPA5
OMIM	610733	NOONAN SYNDROME 4; NS4
OMIM	610753	ALOPECIA AREATA 2; AA2
OMIM	610828	HOLOPROSENCEPHALY 7
OMIM	610829	HOLOPROSENCEPHALY 9; HPE9
OMIM	610954	PITT-HOPKINS SYNDROME
OMIM	611131	RETINITIS PIGMENTOSA 37; RP37
OMIM	611182	Congenital disorder of glycosylation, type IIh
OMIM	611377	BRACHYDACTYLY, TYPE B2
OMIM	611431	LEGIUS SYNDROME
OMIM	611719	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 5; COXPD5
OMIM	611773	ANGIOPATHY, HEREDITARY, WITH NEPHROPATHY, ANEURYSMS, AND MUSCLE CRAMPS
OMIM	611783	ERYTHROCYTOSIS, FAMILIAL, 4; ECYT4
OMIM	611881	GLYCOGEN STORAGE DISEASE XII; GSD12
OMIM	611926	IMMUNODEFICIENCY, OVARIAN DYSGENESIS, AND PULMONARY FIBROSIS
OMIM	611962	HUNTER-MACDONALD SYNDROME
OMIM	612089	HYPOPHOSPHATEMIC RICKETS AND HYPERPARATHYROIDISM
OMIM	612164	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 4
OMIM	612284	MECKEL SYNDROME, TYPE 6; MKS6
OMIM	612310	PREMATURE OVARIAN FAILURE 6; POF6
OMIM	612336	THROMBOPHILIA, HEREDITARY, DUE TO PROTEIN S DEFICIENCY, AUTOSOMAL
OMIM	612350	SPONDYLOCHEIRODYSPLASIA, EHLERS-DANLOS SYNDROME-LIKE
OMIM	612359	COWDEN-LIKE SYNDROME
OMIM	612416	FACTOR XI DEFICIENCY
OMIM	612582	CHROMOSOME 6PTER-P24 DELETION SYNDROME
OMIM	612726	HARDIKAR SYNDROME
OMIM	612740	PORPHYRIA, ACUTE HEPATIC
OMIM	612780	SEIZURES, SENSORINEURAL DEAFNESS, ATAXIA, MENTAL RETARDATION, AND ELECTROLYTE IMBALANCE
OMIM	612840	LEUKOCYTE ADHESION DEFICIENCY, TYPE III
OMIM	612843	KERATOSIS FOLLICULARIS SPINULOSA DECALVANS, AUTOSOMAL DOMINANT; KFSD
OMIM	612936	SPASTIC PARAPLEGIA 50, AUTOSOMAL RECESSIVE; SPG50
OMIM	612951	LEUKOENCEPHALOPATHY, CYSTIC, WITHOUT MEGALENCEPHALY
OMIM	612961	MULTIPLE SYNOSTOSES SYNDROME 3; SYNS3
OMIM	612964	PREMATURE OVARIAN FAILURE 7
OMIM	612965	46,XY SEX REVERSAL 3
OMIM	613001	ENCEPHALOCRANIOCUTANEOUS LIPOMATOSIS; ECCL
OMIM	613070	LIVER FAILURE, INFANTILE, TRANSIENT
OMIM	613090	BARTTER SYNDROME, TYPE 4B, NEONATAL, WITH SENSORINEURAL DEAFNESS
OMIM	613115	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IIB; HSAN2B
OMIM	613148	INFLAMMATORY BOWEL DISEASE 28, AUTOSOMAL RECESSIVE; IBD28
OMIM	613159	NEPHRONOPHTHISIS-LIKE NEPHROPATHY 1
OMIM	613217	DIARRHEA 5, WITH TUFTING ENTEROPATHY, CONGENITAL; DIAR5
OMIM	613310	EXUDATIVE VITREORETINOPATHY 5; EVR5
OMIM	613327	LIPODYSTROPHY, CONGENITAL GENERALIZED, TYPE 4; CGL4
OMIM	613370	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 10; MODY10
OMIM	613406	WITTEVEEN-KOLK SYNDROME
OMIM	613428	RETINITIS PIGMENTOSA 54; RP54
OMIM	613451	FRONTONASAL DYSPLASIA 2; FND2
OMIM	613470	HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO GLUCOSE PHOSPHATE ISOMERASEDEFICIENCY
OMIM	613471	REYNOLDS SYNDROME
OMIM	613550	NEPHRONOPHTHISIS 11; NPHP11
OMIM	613573	ECTODERMAL DYSPLASIA-SYNDACTYLY SYNDROME 1
OMIM	613608	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 3; FAME3
OMIM	613627	BRACHYDACTYLY, TYPE A1, WITH SHORT STATURE, SCOLIOSIS, MICROCEPHALY,PTOSIS, HEARING LOSS, AND MENTAL RETARDATION
OMIM	613630	COCOON SYNDROME
OMIM	613640	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IC; HSAN1C
OMIM	613652	C1q DEFICIENCY; C1QD
OMIM	613675	CHROMOSOME 17Q11.2 DELETION SYNDROME, 1.4-MB
OMIM	613706	NOONAN SYNDROME 7; NS7
OMIM	613707	LEOPARD SYNDROME 3; LPRD3
OMIM	613708	NEUROPATHY, HEREDITARY SENSORY, TYPE ID; HSN1D
OMIM	613744	SPASTIC PARAPLEGIA 51, AUTOSOMAL RECESSIVE; SPG51
OMIM	613763	CATARACT, POSTERIOR POLAR, 2; CTPP2CATARACT, CONGENITAL LAMELLAR, INCLUDED
OMIM	613779	COMPLEMENT COMPONENT 3 DEFICIENCY, AUTOSOMAL RECESSIVE; C3D
OMIM	613795	LOEYS-DIETZ SYNDROME 3; LDS3
OMIM	613803	MEIER-GORLIN SYNDROME 3; MGORS3
OMIM	613838	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 16; CMH16
OMIM	613854	CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 6; CHTD6
OMIM	613873	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 17; CMH17
OMIM	613875	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 19; CMH19
OMIM	613908	SPINOCEREBELLAR ATAXIA 35; SCA35
OMIM	613913	LIPODYSTROPHY, PARTIAL, ACQUIRED, WITH LOW COMPLEMENT COMPONENT C3, WITH OR WITHOUT GLOMERULONEPHRITIS; APLDC3
OMIM	613944	IgA NEPHROPATHY, SUSCEPTIBILITY TO, 2; IGAN2
OMIM	614008	NESTOR-GUILLERMO PROGERIA SYNDROME; NGPS
OMIM	614025	HEPATIC LIPASE DEFICIENCY
OMIM	614065	MYOPATHY, DISTAL, 4; MPD4
OMIM	614099	CRANIOECTODERMAL DYSPLASIA 3
OMIM	614104	MENTAL RETARDATION, AUTOSOMAL DOMINANT 7
OMIM	614170	BRITTLE CORNEA SYNDROME 2; BCS2
OMIM	614209	MECKEL SYNDROME, TYPE 9; MKS9
OMIM	614222	WARBURG MICRO SYNDROME 3; WARBM3
OMIM	614250	NARCOLEPSY 7; NRCLP7
OMIM	614300	HYPERMETHIONINEMIA DUE TO ADENOSINE KINASE DEFICIENCY
OMIM	614328	INFLAMMATORY SKIN AND BOWEL DISEASE, NEONATAL, 1; NISBD1
OMIM	614381	LEUKODYSTROPHY, HYPOMYELINATING, 8, WITH OR WITHOUT OLIGODONTIA AND/OR HYPOGONADOTROPIC HYPOGONADISM
OMIM	614407	MICROCEPHALY, CEREBELLAR HYPOPLASIA, AND CARDIAC CONDUCTION DEFECT SYNDROME; MCHCCD
OMIM	614436	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2P; CMT2P
OMIM	614473	ARTERIAL CALCIFICATION, GENERALIZED, OF INFANCY, 2; GACI2
OMIM	614527	CHROMOSOME 17q12 DELETION SYNDROME
